id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,emp_var_rate,cons_price_idx
23653,50,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,thu,46,5,999,1.4,93.444
23654,38,admin.,married,university.degree,no,no,no,cellular,aug,thu,25,11,999,1.4,93.444
23655,48,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,thu,85,2,999,1.4,93.444
23656,39,technician,married,university.degree,unknown,yes,no,cellular,aug,thu,76,1,999,1.4,93.444
23657,45,management,married,university.degree,no,yes,no,cellular,aug,thu,26,15,999,1.4,93.444
23658,31,technician,single,university.degree,no,yes,no,cellular,aug,thu,958,5,999,1.4,93.444
23659,39,technician,married,university.degree,unknown,yes,no,cellular,aug,thu,88,18,999,1.4,93.444
23660,29,admin.,single,university.degree,no,yes,no,cellular,aug,thu,20,20,999,1.4,93.444
23661,30,admin.,single,university.degree,no,yes,yes,telephone,aug,thu,50,9,999,1.4,93.444
23662,30,admin.,married,university.degree,no,no,no,cellular,aug,thu,45,17,999,1.4,93.444
23663,35,technician,single,university.degree,no,yes,no,cellular,aug,thu,18,17,999,1.4,93.444
23664,43,technician,divorced,high.school,unknown,yes,no,cellular,aug,thu,248,1,999,1.4,93.444
23665,33,admin.,divorced,university.degree,no,no,no,cellular,aug,thu,49,1,999,1.4,93.444
23666,45,services,married,professional.course,no,yes,no,cellular,aug,thu,16,11,999,1.4,93.444
23667,40,technician,married,professional.course,no,yes,no,cellular,aug,thu,258,6,999,1.4,93.444
23668,48,blue-collar,married,basic.9y,no,no,no,cellular,aug,thu,13,14,999,1.4,93.444
23669,39,technician,married,university.degree,unknown,no,no,cellular,aug,thu,64,2,999,1.4,93.444
23670,35,technician,single,university.degree,no,no,no,cellular,aug,thu,104,1,999,1.4,93.444
23671,39,technician,divorced,professional.course,no,yes,no,cellular,aug,thu,23,17,999,1.4,93.444
23672,35,technician,married,university.degree,no,yes,no,cellular,aug,thu,35,10,999,1.4,93.444
23673,55,unknown,married,unknown,unknown,yes,no,cellular,aug,thu,16,16,999,1.4,93.444
23674,53,technician,married,professional.course,unknown,yes,no,cellular,aug,thu,158,8,999,1.4,93.444
23675,56,blue-collar,married,high.school,no,yes,no,cellular,aug,thu,69,11,999,1.4,93.444
23676,45,admin.,married,university.degree,no,yes,no,cellular,aug,thu,77,9,999,1.4,93.444
23677,45,services,married,professional.course,no,yes,yes,cellular,aug,thu,65,4,999,1.4,93.444
23678,45,technician,divorced,professional.course,no,no,no,cellular,aug,thu,76,1,999,1.4,93.444
23679,52,technician,married,professional.course,unknown,yes,no,cellular,aug,thu,31,9,999,1.4,93.444
23680,39,technician,divorced,professional.course,no,yes,no,cellular,aug,thu,97,2,999,1.4,93.444
23681,37,technician,married,professional.course,no,no,no,cellular,aug,thu,140,8,999,1.4,93.444
23682,53,self-employed,married,university.degree,no,no,no,cellular,aug,thu,131,1,999,1.4,93.444
23683,53,self-employed,married,university.degree,no,yes,no,cellular,aug,thu,171,1,999,1.4,93.444
23684,60,admin.,married,basic.9y,no,no,no,cellular,aug,thu,162,1,999,1.4,93.444
23685,33,admin.,single,university.degree,no,yes,no,cellular,aug,thu,289,1,999,1.4,93.444
23686,50,management,married,university.degree,no,yes,no,cellular,aug,thu,77,2,999,1.4,93.444
23687,33,technician,single,university.degree,no,no,no,cellular,aug,thu,68,9,999,1.4,93.444
23688,48,technician,married,university.degree,no,no,no,cellular,aug,thu,42,7,999,1.4,93.444
23689,29,admin.,single,university.degree,no,no,no,cellular,aug,thu,142,4,999,1.4,93.444
23690,31,admin.,married,university.degree,no,yes,yes,cellular,aug,thu,12,5,999,1.4,93.444
23691,33,admin.,single,university.degree,no,no,no,cellular,aug,thu,402,1,999,1.4,93.444
23692,29,admin.,single,university.degree,no,yes,no,cellular,aug,thu,13,11,999,1.4,93.444
23693,30,technician,single,high.school,no,yes,no,cellular,aug,thu,77,12,999,1.4,93.444
23694,30,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,35,10,999,1.4,93.444
23695,53,management,married,university.degree,no,no,no,cellular,aug,thu,88,4,999,1.4,93.444
23696,59,retired,married,university.degree,no,yes,no,cellular,aug,thu,50,4,999,1.4,93.444
23697,37,admin.,married,university.degree,no,yes,no,cellular,aug,thu,54,5,999,1.4,93.444
23698,31,technician,married,professional.course,no,no,no,cellular,aug,thu,66,10,999,1.4,93.444
23699,32,self-employed,married,high.school,no,yes,no,cellular,aug,thu,29,9,999,1.4,93.444
23700,60,admin.,married,basic.9y,no,yes,no,cellular,aug,thu,259,1,999,1.4,93.444
23701,30,admin.,single,university.degree,no,no,no,cellular,aug,thu,165,2,999,1.4,93.444
23702,33,technician,single,professional.course,no,yes,no,cellular,aug,thu,74,2,999,1.4,93.444
23703,33,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,90,1,999,1.4,93.444
23704,33,admin.,single,university.degree,no,yes,no,telephone,aug,thu,158,1,999,1.4,93.444
23705,30,technician,married,professional.course,no,yes,yes,cellular,aug,thu,22,5,999,1.4,93.444
23706,33,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,44,1,999,1.4,93.444
23707,35,services,married,university.degree,no,yes,no,cellular,aug,thu,122,1,999,1.4,93.444
23708,53,technician,married,professional.course,unknown,yes,no,cellular,aug,thu,43,1,999,1.4,93.444
23709,41,management,married,university.degree,unknown,yes,no,cellular,aug,thu,172,1,999,1.4,93.444
23710,33,admin.,single,university.degree,no,yes,no,telephone,aug,thu,46,2,999,1.4,93.444
23711,31,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,140,3,999,1.4,93.444
23712,32,admin.,single,university.degree,no,yes,no,cellular,aug,thu,59,9,999,1.4,93.444
23713,35,technician,single,university.degree,no,no,no,cellular,aug,thu,26,17,999,1.4,93.444
23714,59,retired,married,university.degree,no,yes,no,cellular,aug,thu,77,4,999,1.4,93.444
23715,36,admin.,married,university.degree,no,yes,no,cellular,aug,thu,45,8,999,1.4,93.444
23716,30,admin.,divorced,university.degree,no,no,no,cellular,aug,thu,103,7,999,1.4,93.444
23717,44,blue-collar,married,unknown,unknown,yes,no,cellular,aug,thu,68,2,999,1.4,93.444
23718,49,services,divorced,high.school,no,yes,no,cellular,aug,thu,99,17,999,1.4,93.444
23719,36,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,270,10,999,1.4,93.444
23720,53,technician,divorced,professional.course,no,no,yes,cellular,aug,thu,74,8,999,1.4,93.444
23721,44,technician,married,university.degree,no,no,no,cellular,aug,thu,214,2,999,1.4,93.444
23722,59,admin.,married,high.school,unknown,yes,no,cellular,aug,thu,147,2,999,1.4,93.444
23723,44,admin.,married,university.degree,no,yes,no,cellular,aug,thu,460,4,999,1.4,93.444
23724,34,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,114,5,999,1.4,93.444
23725,31,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,95,7,999,1.4,93.444
23726,48,blue-collar,married,basic.9y,no,yes,no,cellular,aug,thu,602,3,999,1.4,93.444
23727,30,admin.,married,university.degree,no,yes,no,cellular,aug,thu,13,23,999,1.4,93.444
23728,35,management,married,university.degree,no,no,no,cellular,aug,thu,9,18,999,1.4,93.444
23729,45,admin.,married,high.school,no,no,no,cellular,aug,thu,52,5,999,1.4,93.444
23730,40,technician,married,professional.course,no,yes,no,cellular,aug,thu,142,8,999,1.4,93.444
23731,33,unemployed,single,university.degree,no,no,no,cellular,aug,thu,126,2,999,1.4,93.444
23732,51,blue-collar,married,professional.course,no,no,yes,cellular,aug,thu,17,5,999,1.4,93.444
23733,50,admin.,married,basic.9y,no,yes,no,cellular,aug,thu,15,5,999,1.4,93.444
23734,55,blue-collar,married,basic.4y,no,yes,yes,cellular,aug,thu,21,4,999,1.4,93.444
23735,41,technician,married,high.school,no,no,no,cellular,aug,thu,8,4,999,1.4,93.444
23736,53,self-employed,married,university.degree,no,yes,yes,telephone,aug,thu,48,2,999,1.4,93.444
23737,55,unknown,married,unknown,unknown,yes,no,cellular,aug,thu,60,4,999,1.4,93.444
23738,34,technician,married,professional.course,no,yes,no,telephone,aug,thu,51,2,999,1.4,93.444
23739,32,admin.,single,university.degree,no,yes,no,cellular,aug,thu,70,6,999,1.4,93.444
23740,50,admin.,married,basic.9y,no,no,no,cellular,aug,thu,23,14,999,1.4,93.444
23741,39,technician,single,professional.course,unknown,no,no,cellular,aug,thu,199,4,999,1.4,93.444
23742,31,admin.,divorced,high.school,no,no,no,cellular,aug,thu,12,10,999,1.4,93.444
23743,35,technician,single,university.degree,no,yes,yes,telephone,aug,thu,37,4,999,1.4,93.444
23744,39,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,48,8,999,1.4,93.444
23745,32,management,single,university.degree,no,no,no,cellular,aug,thu,159,1,999,1.4,93.444
23746,32,management,single,university.degree,no,yes,no,cellular,aug,thu,245,1,999,1.4,93.444
23747,34,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,18,14,999,1.4,93.444
23748,31,admin.,single,university.degree,no,yes,no,cellular,aug,thu,189,11,999,1.4,93.444
23749,31,admin.,married,university.degree,no,no,no,cellular,aug,thu,36,5,999,1.4,93.444
23750,60,retired,married,high.school,no,no,no,cellular,aug,thu,56,10,999,1.4,93.444
23751,43,admin.,single,university.degree,no,yes,no,cellular,aug,thu,62,5,999,1.4,93.444
23752,45,services,married,professional.course,no,no,no,telephone,aug,thu,64,18,999,1.4,93.444
23753,32,admin.,married,university.degree,no,no,no,cellular,aug,thu,39,6,999,1.4,93.444
23754,45,services,married,professional.course,no,yes,yes,cellular,aug,thu,133,9,999,1.4,93.444
23755,49,services,married,basic.9y,no,yes,no,cellular,aug,thu,32,2,999,1.4,93.444
23756,49,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,thu,310,5,999,1.4,93.444
23757,51,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,thu,24,7,999,1.4,93.444
23758,45,services,married,professional.course,no,yes,no,cellular,aug,thu,125,4,999,1.4,93.444
23759,30,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1109,11,999,1.4,93.444
23760,53,self-employed,married,university.degree,no,yes,no,telephone,aug,thu,161,3,999,1.4,93.444
23761,32,technician,married,university.degree,no,no,no,cellular,aug,thu,76,11,999,1.4,93.444
23762,43,admin.,married,university.degree,no,yes,no,cellular,aug,thu,24,13,999,1.4,93.444
23763,38,technician,divorced,professional.course,no,no,no,cellular,aug,thu,7,8,999,1.4,93.444
23764,32,management,single,university.degree,no,yes,no,cellular,aug,thu,260,1,999,1.4,93.444
23765,35,technician,married,high.school,no,yes,yes,cellular,aug,thu,136,1,999,1.4,93.444
23766,45,admin.,married,university.degree,no,no,no,telephone,aug,thu,58,3,999,1.4,93.444
23767,43,admin.,married,university.degree,no,yes,no,cellular,aug,thu,433,10,999,1.4,93.444
23768,40,technician,divorced,professional.course,no,yes,no,cellular,aug,thu,247,1,999,1.4,93.444
23769,35,technician,married,high.school,no,no,no,cellular,aug,thu,787,1,999,1.4,93.444
23770,33,unemployed,single,university.degree,no,yes,yes,cellular,aug,thu,201,1,999,1.4,93.444
23771,33,unemployed,single,university.degree,no,yes,no,cellular,aug,thu,89,2,999,1.4,93.444
23772,37,technician,single,professional.course,no,no,no,cellular,aug,thu,19,13,999,1.4,93.444
23773,29,admin.,single,university.degree,no,no,no,cellular,aug,thu,15,9,999,1.4,93.444
23774,36,admin.,single,university.degree,no,yes,no,cellular,aug,thu,55,1,999,1.4,93.444
23775,31,technician,married,professional.course,no,yes,no,cellular,aug,thu,58,1,999,1.4,93.444
23776,58,admin.,divorced,university.degree,no,yes,no,telephone,aug,thu,688,6,999,1.4,93.444
23777,50,management,married,university.degree,no,no,no,cellular,aug,fri,160,6,999,1.4,93.444
23778,41,management,married,university.degree,no,yes,no,cellular,aug,fri,193,1,999,1.4,93.444
23779,34,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,207,1,999,1.4,93.444
23780,36,admin.,single,university.degree,no,yes,no,cellular,aug,fri,106,1,999,1.4,93.444
23781,51,admin.,divorced,university.degree,unknown,no,no,cellular,aug,fri,80,1,999,1.4,93.444
23782,55,admin.,married,basic.9y,unknown,yes,no,cellular,aug,fri,42,1,999,1.4,93.444
23783,34,technician,married,university.degree,no,yes,yes,cellular,aug,fri,65,1,999,1.4,93.444
23784,51,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,fri,70,1,999,1.4,93.444
23785,45,admin.,married,high.school,no,yes,no,cellular,aug,fri,45,8,999,1.4,93.444
23786,53,entrepreneur,married,basic.4y,unknown,yes,no,cellular,aug,fri,150,1,999,1.4,93.444
23787,37,technician,married,professional.course,no,yes,no,cellular,aug,fri,92,7,999,1.4,93.444
23788,41,admin.,married,university.degree,no,yes,no,cellular,aug,fri,47,13,999,1.4,93.444
23789,53,self-employed,married,university.degree,no,no,no,cellular,aug,fri,59,3,999,1.4,93.444
23790,43,admin.,married,university.degree,no,no,yes,cellular,aug,fri,24,9,999,1.4,93.444
23791,31,technician,divorced,university.degree,no,yes,no,cellular,aug,fri,56,3,999,1.4,93.444
23792,35,technician,single,university.degree,no,yes,no,cellular,aug,fri,105,7,999,1.4,93.444
23793,40,self-employed,married,university.degree,no,no,no,cellular,aug,fri,144,2,999,1.4,93.444
23794,48,blue-collar,married,basic.6y,no,no,no,cellular,aug,fri,85,4,999,1.4,93.444
23795,33,technician,single,university.degree,no,no,no,telephone,aug,fri,57,1,999,1.4,93.444
23796,31,technician,single,professional.course,no,no,no,cellular,aug,fri,71,16,999,1.4,93.444
23797,29,admin.,single,university.degree,no,no,no,cellular,aug,fri,82,7,999,1.4,93.444
23798,33,technician,single,university.degree,no,no,no,cellular,aug,fri,162,1,999,1.4,93.444
23799,33,technician,single,university.degree,no,no,no,cellular,aug,fri,120,1,999,1.4,93.444
23800,50,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri,73,1,999,1.4,93.444
23801,38,management,divorced,university.degree,no,no,no,telephone,aug,fri,247,1,999,1.4,93.444
23802,38,technician,married,professional.course,no,yes,no,cellular,aug,fri,119,3,999,1.4,93.444
23803,29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,88,4,999,1.4,93.444
23804,49,technician,married,high.school,unknown,no,no,cellular,aug,fri,114,2,999,1.4,93.444
23805,37,technician,single,professional.course,no,yes,no,cellular,aug,fri,50,2,999,1.4,93.444
23806,31,self-employed,married,university.degree,no,yes,no,cellular,aug,fri,73,1,999,1.4,93.444
23807,38,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,62,1,999,1.4,93.444
23808,35,technician,married,high.school,no,unknown,unknown,cellular,aug,fri,171,1,999,1.4,93.444
23809,33,admin.,married,university.degree,no,yes,no,cellular,aug,fri,24,10,999,1.4,93.444
23810,48,admin.,married,university.degree,unknown,yes,yes,cellular,aug,fri,21,1,999,1.4,93.444
23811,40,technician,married,professional.course,no,no,no,cellular,aug,fri,168,1,999,1.4,93.444
23812,45,services,married,professional.course,no,unknown,unknown,cellular,aug,fri,133,3,999,1.4,93.444
23813,30,admin.,married,university.degree,no,yes,no,cellular,aug,fri,183,1,999,1.4,93.444
23814,31,technician,single,university.degree,no,no,no,cellular,aug,fri,25,4,999,1.4,93.444
23815,45,technician,divorced,professional.course,no,yes,yes,cellular,aug,fri,83,2,999,1.4,93.444
23816,29,technician,single,university.degree,no,yes,no,cellular,aug,fri,41,1,999,1.4,93.444
23817,29,technician,single,university.degree,no,yes,no,cellular,aug,fri,204,1,999,1.4,93.444
23818,48,services,married,basic.6y,unknown,no,no,cellular,aug,fri,164,1,999,1.4,93.444
23819,51,blue-collar,married,professional.course,no,no,no,cellular,aug,fri,150,1,999,1.4,93.444
23820,40,admin.,divorced,professional.course,no,yes,yes,cellular,aug,fri,90,4,999,1.4,93.444
23821,34,technician,married,university.degree,no,yes,no,cellular,aug,fri,643,1,999,1.4,93.444
23822,48,services,married,basic.6y,unknown,yes,no,cellular,aug,fri,131,1,999,1.4,93.444
23823,42,admin.,divorced,university.degree,no,yes,yes,cellular,aug,fri,153,1,999,1.4,93.444
23824,42,admin.,divorced,university.degree,no,yes,no,cellular,aug,fri,40,1,999,1.4,93.444
23825,55,admin.,married,university.degree,unknown,no,yes,cellular,aug,fri,80,2,999,1.4,93.444
23826,29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,488,1,999,1.4,93.444
23827,29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,214,4,999,1.4,93.444
23828,37,technician,married,professional.course,no,yes,no,cellular,aug,fri,204,1,999,1.4,93.444
23829,36,admin.,single,university.degree,no,no,yes,cellular,aug,fri,69,2,999,1.4,93.444
23830,34,technician,married,professional.course,no,yes,no,cellular,aug,fri,36,1,999,1.4,93.444
23831,34,technician,married,professional.course,no,no,no,cellular,aug,fri,108,1,999,1.4,93.444
23832,45,admin.,married,high.school,no,no,no,cellular,aug,fri,135,1,999,1.4,93.444
23833,54,management,married,university.degree,unknown,yes,no,cellular,aug,fri,339,1,999,1.4,93.444
23834,34,technician,married,professional.course,no,no,no,cellular,aug,fri,462,1,999,1.4,93.444
23835,29,admin.,single,university.degree,no,no,no,cellular,aug,fri,97,1,999,1.4,93.444
23836,59,retired,married,university.degree,no,yes,no,cellular,aug,fri,28,1,999,1.4,93.444
23837,51,services,married,high.school,no,yes,no,cellular,aug,fri,179,1,999,1.4,93.444
23838,38,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,109,1,999,1.4,93.444
23839,45,technician,married,professional.course,no,yes,no,cellular,aug,fri,139,1,999,1.4,93.444
23840,42,admin.,married,university.degree,no,yes,no,telephone,aug,fri,103,2,999,1.4,93.444
23841,55,unknown,married,unknown,unknown,no,no,cellular,aug,fri,105,1,999,1.4,93.444
23842,43,admin.,single,university.degree,no,yes,no,cellular,aug,fri,213,2,999,1.4,93.444
23843,52,blue-collar,married,basic.9y,no,no,yes,cellular,aug,fri,112,1,999,1.4,93.444
23844,39,technician,divorced,high.school,no,yes,no,cellular,aug,fri,255,1,999,1.4,93.444
23845,53,technician,married,professional.course,unknown,no,yes,cellular,aug,fri,225,2,999,1.4,93.444
23846,52,admin.,married,high.school,no,yes,no,cellular,aug,fri,131,1,999,1.4,93.444
23847,55,unknown,married,unknown,unknown,yes,no,cellular,aug,fri,103,1,999,1.4,93.444
23848,32,technician,married,university.degree,no,yes,no,cellular,aug,fri,77,1,999,1.4,93.444
23849,51,management,married,university.degree,no,no,no,cellular,aug,fri,159,1,999,1.4,93.444
23850,38,admin.,married,university.degree,no,no,no,cellular,aug,fri,103,1,999,1.4,93.444
23851,49,services,divorced,high.school,no,yes,no,cellular,aug,fri,156,1,999,1.4,93.444
23852,42,admin.,married,university.degree,no,no,yes,cellular,aug,fri,81,7,999,1.4,93.444
23853,52,admin.,married,university.degree,no,no,no,cellular,aug,fri,94,5,999,1.4,93.444
23854,38,admin.,married,university.degree,no,yes,no,cellular,aug,fri,113,1,999,1.4,93.444
23855,33,admin.,married,university.degree,unknown,yes,yes,cellular,aug,fri,94,1,999,1.4,93.444
23856,58,retired,married,high.school,no,yes,no,cellular,aug,fri,35,10,999,1.4,93.444
23857,33,admin.,married,university.degree,unknown,no,no,cellular,aug,fri,96,1,999,1.4,93.444
23858,55,retired,married,basic.9y,no,yes,no,cellular,aug,fri,96,2,999,1.4,93.444
23859,38,admin.,married,university.degree,no,yes,no,cellular,aug,fri,345,1,999,1.4,93.444
23860,29,technician,single,professional.course,no,no,no,cellular,aug,fri,245,1,999,1.4,93.444
23861,38,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,79,2,999,1.4,93.444
23862,33,admin.,married,university.degree,unknown,yes,yes,cellular,aug,fri,128,1,999,1.4,93.444
23863,33,admin.,married,university.degree,unknown,no,no,cellular,aug,fri,204,1,999,1.4,93.444
23864,33,admin.,married,university.degree,unknown,yes,no,cellular,aug,fri,156,1,999,1.4,93.444
23865,32,technician,married,university.degree,no,no,no,cellular,aug,fri,67,2,999,1.4,93.444
23866,59,admin.,married,high.school,no,yes,no,cellular,aug,fri,91,1,999,1.4,93.444
23867,29,admin.,married,university.degree,no,yes,no,cellular,aug,fri,58,1,999,1.4,93.444
23868,35,admin.,married,university.degree,no,no,no,cellular,aug,fri,245,1,999,1.4,93.444
23869,30,admin.,single,university.degree,no,yes,no,cellular,aug,fri,141,1,999,1.4,93.444
23870,42,admin.,married,university.degree,no,no,no,cellular,aug,fri,71,1,999,1.4,93.444
23871,42,admin.,married,university.degree,no,yes,no,cellular,aug,fri,168,1,999,1.4,93.444
23872,42,admin.,married,university.degree,no,unknown,unknown,cellular,aug,fri,235,1,999,1.4,93.444
23873,32,admin.,divorced,university.degree,no,unknown,unknown,cellular,aug,fri,136,1,999,1.4,93.444
23874,32,admin.,divorced,university.degree,no,no,no,cellular,aug,fri,63,1,999,1.4,93.444
23875,44,admin.,married,professional.course,no,yes,no,cellular,aug,fri,122,1,999,1.4,93.444
23876,51,admin.,divorced,university.degree,unknown,no,no,cellular,aug,fri,137,6,999,1.4,93.444
23877,32,admin.,single,university.degree,no,yes,no,telephone,aug,fri,90,1,999,1.4,93.444
23878,33,technician,single,professional.course,no,yes,no,cellular,aug,fri,141,1,999,1.4,93.444
23879,32,admin.,single,university.degree,no,unknown,unknown,cellular,aug,fri,107,1,999,1.4,93.444
23880,31,technician,divorced,university.degree,no,no,yes,cellular,aug,fri,180,1,999,1.4,93.444
23881,46,technician,married,unknown,no,yes,no,cellular,aug,fri,70,1,999,1.4,93.444
23882,34,admin.,married,high.school,unknown,yes,no,cellular,aug,fri,96,1,999,1.4,93.444
23883,34,admin.,married,high.school,unknown,yes,no,cellular,aug,fri,398,1,999,1.4,93.444
23884,43,technician,married,high.school,no,yes,no,cellular,aug,fri,60,1,999,1.4,93.444
23885,45,admin.,married,high.school,no,yes,no,cellular,aug,fri,130,2,999,1.4,93.444
23886,32,admin.,single,university.degree,unknown,yes,no,cellular,aug,fri,256,1,999,1.4,93.444
23887,41,technician,married,professional.course,no,yes,yes,cellular,aug,fri,264,1,999,1.4,93.444
23888,54,services,married,high.school,no,yes,no,cellular,aug,fri,95,1,999,1.4,93.444
23889,41,technician,married,professional.course,no,yes,no,cellular,aug,fri,307,9,999,1.4,93.444
23890,41,technician,married,high.school,no,no,yes,cellular,aug,fri,210,1,999,1.4,93.444
23891,42,admin.,divorced,university.degree,no,yes,no,cellular,aug,fri,77,1,999,1.4,93.444
23892,41,housemaid,married,basic.4y,no,yes,no,telephone,aug,fri,116,1,999,1.4,93.444
23893,45,management,married,university.degree,no,yes,yes,cellular,aug,fri,186,1,999,1.4,93.444
23894,37,admin.,married,university.degree,no,no,no,telephone,aug,fri,115,1,999,1.4,93.444
23895,44,admin.,married,high.school,unknown,no,no,cellular,aug,fri,93,8,999,1.4,93.444
23896,49,services,married,unknown,no,no,no,telephone,aug,fri,104,1,999,1.4,93.444
23897,32,technician,single,high.school,no,yes,no,cellular,aug,fri,85,2,999,1.4,93.444
23898,29,admin.,single,university.degree,no,yes,no,telephone,aug,fri,59,1,999,1.4,93.444
23899,39,technician,married,university.degree,unknown,no,no,cellular,aug,fri,1028,1,999,1.4,93.444
23900,29,admin.,single,university.degree,no,no,no,cellular,aug,fri,186,3,999,1.4,93.444
23901,50,management,married,university.degree,no,no,no,cellular,aug,fri,299,2,999,1.4,93.444
23902,45,blue-collar,married,basic.9y,no,yes,no,cellular,aug,fri,161,2,999,1.4,93.444
23903,39,technician,married,university.degree,unknown,yes,no,cellular,aug,fri,207,4,999,1.4,93.444
23904,31,technician,single,professional.course,no,yes,no,cellular,aug,fri,91,2,999,1.4,93.444
23905,32,admin.,married,university.degree,no,no,no,cellular,aug,fri,133,2,999,1.4,93.444
23906,54,services,married,high.school,no,yes,no,cellular,aug,fri,111,2,999,1.4,93.444
23907,38,technician,single,university.degree,unknown,yes,no,cellular,aug,fri,239,2,999,1.4,93.444
23908,33,admin.,single,university.degree,no,no,no,cellular,aug,fri,38,3,999,1.4,93.444
23909,51,unknown,married,unknown,unknown,yes,no,cellular,aug,fri,165,2,999,1.4,93.444
23910,32,entrepreneur,married,university.degree,no,yes,no,cellular,aug,fri,19,9,999,1.4,93.444
23911,33,technician,single,professional.course,no,yes,no,cellular,aug,fri,436,2,999,1.4,93.444
23912,50,admin.,married,basic.9y,no,unknown,unknown,cellular,aug,fri,49,9,999,1.4,93.444
23913,38,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,64,2,999,1.4,93.444
23914,35,admin.,married,university.degree,no,yes,no,cellular,aug,fri,511,2,999,1.4,93.444
23915,31,admin.,single,university.degree,no,yes,no,cellular,aug,fri,961,2,999,1.4,93.444
23916,34,admin.,married,university.degree,no,yes,no,cellular,aug,fri,76,2,999,1.4,93.444
23917,41,management,married,university.degree,no,no,no,cellular,aug,fri,124,7,999,1.4,93.444
23918,41,technician,married,high.school,no,no,no,cellular,aug,fri,66,10,999,1.4,93.444
23919,33,unemployed,married,university.degree,no,yes,no,cellular,aug,fri,54,8,999,1.4,93.444
23920,45,technician,divorced,professional.course,unknown,yes,no,cellular,aug,fri,29,10,999,1.4,93.444
23921,33,technician,married,professional.course,no,yes,no,cellular,aug,fri,56,2,999,1.4,93.444
23922,32,admin.,single,university.degree,no,yes,yes,cellular,aug,fri,709,7,999,1.4,93.444
23923,44,technician,single,professional.course,no,yes,no,cellular,aug,fri,95,3,999,1.4,93.444
23924,43,technician,married,high.school,no,yes,no,telephone,aug,fri,251,3,999,1.4,93.444
23925,33,unemployed,married,university.degree,no,yes,no,cellular,aug,fri,59,2,999,1.4,93.444
23926,30,admin.,divorced,university.degree,no,yes,no,cellular,aug,fri,398,2,999,1.4,93.444
23927,53,self-employed,married,university.degree,no,yes,no,cellular,aug,fri,47,2,999,1.4,93.444
23928,38,admin.,married,university.degree,no,no,no,cellular,aug,fri,173,2,999,1.4,93.444
23929,33,admin.,single,university.degree,no,no,no,cellular,aug,fri,69,14,999,1.4,93.444
23930,30,admin.,divorced,university.degree,no,yes,no,cellular,aug,fri,77,9,999,1.4,93.444
23931,53,self-employed,married,university.degree,no,yes,no,cellular,aug,fri,300,2,999,1.4,93.444
23932,55,blue-collar,married,basic.4y,no,no,no,cellular,aug,fri,94,1,999,1.4,93.444
23933,53,self-employed,married,university.degree,no,no,no,cellular,aug,fri,39,1,999,1.4,93.444
23934,40,self-employed,married,university.degree,no,no,no,cellular,aug,fri,81,3,999,1.4,93.444
23935,40,admin.,divorced,professional.course,no,yes,no,telephone,aug,fri,18,1,999,1.4,93.444
23936,29,technician,single,university.degree,no,no,no,telephone,aug,fri,36,1,999,1.4,93.444
23937,60,admin.,married,basic.9y,no,no,no,cellular,aug,fri,24,11,999,1.4,93.444
23938,50,admin.,single,university.degree,unknown,no,yes,cellular,aug,fri,70,2,999,1.4,93.444
23939,49,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri,21,3,999,1.4,93.444
23940,31,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,92,2,999,1.4,93.444
23941,59,retired,married,basic.4y,no,yes,no,telephone,aug,fri,162,1,999,1.4,93.444
23942,39,technician,married,university.degree,unknown,unknown,unknown,cellular,aug,fri,116,2,999,1.4,93.444
23943,59,retired,married,basic.4y,no,yes,no,cellular,aug,fri,94,1,999,1.4,93.444
23944,33,technician,married,professional.course,no,yes,no,telephone,aug,fri,58,1,999,1.4,93.444
23945,58,admin.,married,university.degree,no,yes,no,cellular,aug,fri,76,5,999,1.4,93.444
23946,30,technician,single,high.school,no,yes,no,cellular,aug,fri,90,1,999,1.4,93.444
23947,38,admin.,married,university.degree,no,no,no,cellular,aug,fri,14,9,999,1.4,93.444
23948,35,technician,married,high.school,no,yes,no,telephone,aug,fri,129,1,999,1.4,93.444
